,score,year,logger,time_stamp,date
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/5-8-15/20150510_215300.wav,35.05349268898158,2015,1a,293.5,2015-05-10 21:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/4-9-15/20150413_003400.wav,35.025833414035624,2015,5a,169.0,2015-04-13 00:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/4-9-15/20150409_203200.wav,35.00580490151267,2015,5a,197.0,2015-04-09 20:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-16-15/20150418_233800.wav,34.89223023560555,2015,2a,5.0,2015-04-18 23:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/4-16-15/20150417_223700.wav,34.830636397709505,2015,5a,35.0,2015-04-17 22:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/5-14-15/20150516_225700.wav,34.82298341444446,2015,3a,99.5,2015-05-16 22:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-16-15/20150417_003700.wav,34.80056655584637,2015,2a,139.5,2015-04-17 00:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-19-15/20150322_202000.wav,34.79993980790779,2015,4a,220.0,2015-03-22 20:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/6-4-15/20150608_231100.wav,34.7454635851523,2015,5a,266.0,2015-06-08 23:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/5-8-15/20150509_235200.wav,34.591058160506684,2015,3a,100.5,2015-05-09 23:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-30-15/20150504_204900.wav,34.53650109730586,2015,2a,268.5,2015-05-04 20:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/3-12-15/20150314_211500.wav,34.52306725929784,2015,3a,140.5,2015-03-14 21:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/2-23-15/20150223_190100.wav,34.47340547897298,2015,2a,205.0,2015-02-23 19:01:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-2-15/20150405_002900.wav,34.46899995159139,2015,2a,39.5,2015-04-05 00:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/4-9-15/20150409_193200.wav,34.40288689818652,2015,1a,156.5,2015-04-09 19:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/6-4-15/20150606_221000.wav,34.363300526895124,2015,3a,8.5,2015-06-06 22:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/4-16-15/20150418_193800.wav,34.32323349705526,2015,1a,164.0,2015-04-18 19:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150403_212800.wav,34.29044122548687,2015,4a,105.0,2015-04-03 21:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-19-15/20150321_202000.wav,34.26846403454628,2015,2a,63.0,2015-03-21 20:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150419_213900.wav,34.19612162336502,2015,4a,272.5,2015-04-19 21:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/5-14-15/20150514_215600.wav,34.17887690915154,2015,1a,57.0,2015-05-14 21:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-16-15/20150416_203700.wav,34.1638959404691,2015,2a,79.5,2015-04-16 20:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/2-2-15/20150203_224500.wav,34.13044819075458,2015,1a,201.0,2015-02-03 22:45:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/5-8-15/20150509_215200.wav,34.09505646746665,2015,1a,46.5,2015-05-09 21:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/2-2-15/20150203_184500.wav,34.07962516031334,2015,5a,92.0,2015-02-03 18:45:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-2-15/20150202_204400.wav,34.01717535092943,2015,4a,181.5,2015-02-02 20:44:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-12-15/20150312_211400.wav,33.997524714186625,2015,2a,59.0,2015-03-12 21:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/4-16-15/20150416_193700.wav,33.94982323659633,2015,3a,172.5,2015-04-16 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-12-15/20150314_231500.wav,33.86767784010648,2015,2a,14.5,2015-03-14 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/6-11-15/20150615_221300.wav,33.84973084882738,2015,3a,57.5,2015-06-15 22:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/5-14-15/20150517_005700.wav,33.842943706860595,2015,4a,66.5,2015-05-17 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/4-9-15/20150411_193400.wav,33.824286807827406,2015,1a,118.5,2015-04-11 19:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/4-2-15/20150404_222900.wav,33.753863784652275,2015,3a,60.5,2015-04-04 22:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/2-16-15/20150217_225700.wav,33.68997933729366,2015,1a,255.5,2015-02-17 22:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/6-11-15/20150614_221300.wav,33.62067076702344,2015,4a,43.0,2015-06-14 22:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150403_222800.wav,33.60966516856787,2015,4a,227.5,2015-04-03 22:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/5-8-15/20150512_215400.wav,33.57819269313508,2015,3a,272.0,2015-05-12 21:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/4-2-15/20150405_203000.wav,33.57083639123153,2015,1a,4.0,2015-04-05 20:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/6-11-15/20150614_231300.wav,33.5622249129428,2015,3a,261.0,2015-06-14 23:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/4-16-15/20150420_193900.wav,33.5088275554936,2015,1a,102.5,2015-04-20 19:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/2-16-15/20150219_185800.wav,33.47008358528597,2015,5a,162.0,2015-02-19 18:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-2-15/20150405_213000.wav,33.4670362343018,2015,2a,14.0,2015-04-05 21:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/2-23-15/20150224_210200.wav,33.37050530755738,2015,5a,285.0,2015-02-24 21:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/2-23-15/20150226_200400.wav,33.34241776405255,2015,1a,165.5,2015-02-26 20:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/5-14-15/20150517_205800.wav,33.34085191897938,2015,2a,277.5,2015-05-17 20:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/4-9-15/20150411_003300.wav,33.34076901767366,2015,5a,24.5,2015-04-11 00:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-2-15/20150204_194600.wav,33.22947692430546,2015,4a,2.0,2015-02-04 19:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-2-15/20150203_004400.wav,33.21646218001875,2015,4a,273.0,2015-02-03 00:44:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/2-2-15/20150204_224600.wav,33.12530095944017,2015,2a,298.0,2015-02-04 22:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/2-16-15/20150219_005700.wav,33.11329147531479,2015,3a,174.0,2015-02-19 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-12-15/20150315_191600.wav,33.06595218276801,2015,2a,36.0,2015-03-15 19:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-30-15/20150430_224600.wav,32.957192466321786,2015,2a,221.0,2015-04-30 22:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/4-16-15/20150417_193700.wav,32.9479642190729,2015,1a,134.0,2015-04-17 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/6-11-15/20150611_221200.wav,32.92948867120322,2015,1a,130.5,2015-06-11 22:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/2-23-15/20150226_200400.wav,32.9126115596826,2015,2a,91.0,2015-02-26 20:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/4-16-15/20150419_193900.wav,32.87773088754577,2015,3a,3.5,2015-04-19 19:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/2-2-15/20150202_204400.wav,32.85542309016996,2015,5a,219.0,2015-02-02 20:44:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150405_223000.wav,32.8027949524279,2015,4a,233.5,2015-04-05 22:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/2-2-15/20150202_194400.wav,32.77094097988486,2015,1a,42.0,2015-02-02 19:44:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/5-8-15/20150511_205400.wav,32.74524050438847,2015,3a,263.0,2015-05-11 20:54:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/3-12-15/20150314_231500.wav,32.705139363027726,2015,3a,209.5,2015-03-14 23:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150403_192800.wav,32.667840809157745,2015,4a,44.0,2015-04-03 19:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-5-15/20150306_201000.wav,32.64845429727379,2015,2a,275.5,2015-03-06 20:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/2-23-15/20150225_000200.wav,32.631825177844014,2015,5a,104.0,2015-02-25 00:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-30-15/20150502_234800.wav,32.63114791632974,2015,4a,200.0,2015-05-02 23:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-9-15/20150412_233400.wav,32.58176241865676,2015,4a,193.5,2015-04-12 23:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/2-23-15/20150225_200300.wav,32.557801220979705,2015,5a,238.5,2015-02-25 20:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-5-15/20150306_221000.wav,32.53772302573181,2015,2a,17.0,2015-03-06 22:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/4-30-15/20150504_204900.wav,32.48274994811198,2015,1a,137.5,2015-05-04 20:49:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/5-14-15/20150515_215600.wav,32.44246307439504,2015,1a,57.5,2015-05-15 21:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/5-8-15/20150510_235300.wav,32.37651379173072,2015,3a,56.5,2015-05-10 23:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/4-16-15/20150416_213700.wav,32.32505332376808,2015,1a,225.0,2015-04-16 21:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/5-8-15/20150510_215300.wav,32.30800701984146,2015,2a,48.0,2015-05-10 21:53:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/6-11-15/20150611_231200.wav,32.26050440310714,2015,2a,288.0,2015-06-11 23:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/5-14-15/20150517_005700.wav,32.21014944236892,2015,1a,50.5,2015-05-17 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/2-23-15/20150223_190100.wav,32.18153193511973,2015,5a,231.5,2015-02-23 19:01:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-2-15/20150203_194500.wav,32.158870825802154,2015,4a,62.5,2015-02-03 19:45:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/6-25-15/20150627_211600.wav,32.09778449653966,2015,2a,167.5,2015-06-27 21:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150402_232800.wav,32.059779729334146,2015,4a,43.0,2015-04-02 23:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-12-15/20150314_201500.wav,32.03809265212241,2015,2a,97.0,2015-03-14 20:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/6-11-15/20150615_221300.wav,32.018677373414114,2015,2a,244.0,2015-06-15 22:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-9-15/20150409_193200.wav,32.013556875274006,2015,4a,64.5,2015-04-09 19:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/4-2-15/20150404_002800.wav,31.97686350702301,2015,3a,150.0,2015-04-04 00:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-9-15/20150409_223200.wav,31.89865141883848,2015,2a,223.5,2015-04-09 22:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/3-19-15/20150320_001900.wav,31.854280409651096,2015,3a,259.5,2015-03-20 00:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/6-11-15/20150611_211200.wav,31.853750940792978,2015,3a,183.0,2015-06-11 21:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/3-5-15/20150308_001000.wav,31.831749945762976,2015,3a,176.0,2015-03-08 00:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-16-15/20150418_193800.wav,31.82248569796291,2015,2a,240.5,2015-04-18 19:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/4-16-15/20150418_193800.wav,31.774275035269323,2015,5a,166.5,2015-04-18 19:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/4-2-15/20150402_192800.wav,31.773175033040392,2015,3a,33.0,2015-04-02 19:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/3-19-15/20150319_201900.wav,31.75986552484056,2015,1a,164.0,2015-03-19 20:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-12-15/20150312_191400.wav,31.68927575673239,2015,2a,236.5,2015-03-12 19:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-16-15/20150217_205700.wav,31.66288085032639,2015,4a,250.5,2015-02-17 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/5-8-15/20150509_205200.wav,31.65030515265503,2015,3a,141.0,2015-05-09 20:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-12-15/20150314_191500.wav,31.638255344223843,2015,2a,125.5,2015-03-14 19:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/5-8-15/20150508_225200.wav,31.60023213568354,2015,1a,272.0,2015-05-08 22:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/4-2-15/20150405_233000.wav,31.59046606064764,2015,3a,7.5,2015-04-05 23:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/2-16-15/20150218_235700.wav,31.58738262617024,2015,3a,275.0,2015-02-18 23:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/4-9-15/20150410_203300.wav,31.57578195475423,2015,5a,257.5,2015-04-10 20:33:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150312_191400.wav,31.56940919641092,2015,4a,227.0,2015-03-12 19:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/3-12-15/20150312_211400.wav,31.517556195661992,2015,3a,165.0,2015-03-12 21:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/6-11-15/20150614_001300.wav,31.517052266759308,2015,2a,65.5,2015-06-14 00:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150417_193700.wav,31.45646510166121,2015,4a,217.0,2015-04-17 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/4-9-15/20150409_213200.wav,31.38626981804576,2015,1a,192.5,2015-04-09 21:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/4-2-15/20150404_002800.wav,31.341252546501988,2015,5a,255.5,2015-04-04 00:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/2-16-15/20150217_205700.wav,31.304600336648143,2015,3a,291.0,2015-02-17 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/2-2-15/20150202_194400.wav,31.29761562220003,2015,5a,161.0,2015-02-02 19:44:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-9-15/20150409_203200.wav,31.27897129885267,2015,4a,50.5,2015-04-09 20:32:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-30-15/20150430_234600.wav,31.2369862770541,2015,2a,34.5,2015-04-30 23:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/5-14-15/20150516_225700.wav,31.154169558337102,2015,4a,49.0,2015-05-16 22:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-19-15/20150319_191900.wav,31.15242654275104,2015,2a,299.0,2015-03-19 19:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150402_212800.wav,31.146352274147368,2015,4a,101.0,2015-04-02 21:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150421_003900.wav,31.136225511570306,2015,4a,42.0,2015-04-21 00:39:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/5-14-15/20150516_205700.wav,31.095640022345204,2015,4a,49.5,2015-05-16 20:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/3-12-15/20150316_201600.wav,31.08380085618169,2015,1a,97.5,2015-03-16 20:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-19-15/20150321_222000.wav,31.077145210770787,2015,2a,168.0,2015-03-21 22:20:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/4-2-15/20150404_232900.wav,31.07500473199697,2015,3a,18.0,2015-04-04 23:29:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-9-15/20150412_213400.wav,31.063914213502905,2015,4a,255.0,2015-04-12 21:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-2-15/20150405_193000.wav,31.062777808819817,2015,2a,21.0,2015-04-05 19:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/3-19-15/20150320_211900.wav,31.05640442371889,2015,3a,294.5,2015-03-20 21:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/5-14-15/20150517_005700.wav,31.03838968298273,2015,3a,12.0,2015-05-17 00:57:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-9-15/20150412_193400.wav,31.03760358669615,2015,2a,275.0,2015-04-12 19:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/6-11-15/20150614_221300.wav,30.96180822612816,2015,2a,127.5,2015-06-14 22:13:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/2-23-15/20150226_210400.wav,30.914784245677502,2015,3a,206.5,2015-02-26 21:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/7-2-15/20150706_221600.wav,30.882175672444014,2015,1a,216.0,2015-07-06 22:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-23-15/20150226_200400.wav,30.874363644508435,2015,4a,289.5,2015-02-26 20:04:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/5-14-15/20150514_215600.wav,30.873422111468667,2015,4a,68.0,2015-05-14 21:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/6-4-15/20150608_221100.wav,30.84307873536753,2015,5a,123.0,2015-06-08 22:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-5-15/20150308_211100.wav,30.83652895780464,2015,2a,109.0,2015-03-08 21:11:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/5-14-15/20150517_215800.wav,30.810384039962507,2015,4a,237.0,2015-05-17 21:58:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/5-14-15/20150514_215600.wav,30.79975348406808,2015,2a,163.5,2015-05-14 21:56:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/2-23-15/20150224_190200.wav,30.73536870343894,2015,3a,121.5,2015-02-24 19:02:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/3-12-15/20150312_191400.wav,30.73103999260272,2015,5a,24.5,2015-03-12 19:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-5-15/20150307_231000.wav,30.728753544222272,2015,4a,83.5,2015-03-07 23:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/2-23-15/20150223_210100.wav,30.60385865239505,2015,2a,82.5,2015-02-23 21:01:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/2-23-15/20150223_210100.wav,30.552301011981697,2015,3a,190.0,2015-02-23 21:01:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-9-15/20150412_213400.wav,30.54489945287434,2015,2a,208.0,2015-04-12 21:34:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/2-23-15/20150225_230300.wav,30.52408082726188,2015,3a,123.5,2015-02-25 23:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/2-23-15/20150225_220300.wav,30.48082485959882,2015,2a,104.5,2015-02-25 22:03:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/3-12-15/20150314_211500.wav,30.445797761573697,2015,2a,292.5,2015-03-14 21:15:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-2-15/20150405_213000.wav,30.370326174538874,2015,4a,137.5,2015-04-05 21:30:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/3-12-15/20150315_221600.wav,30.35245305969855,2015,4a,296.0,2015-03-15 22:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/3-19-15/20150320_231900.wav,30.31506381925108,2015,3a,55.5,2015-03-20 23:19:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/4-30-15/20150502_234800.wav,30.25220134925514,2015,3a,219.5,2015-05-02 23:48:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/4-2-15/20150402_202800.wav,30.24964264820796,2015,2a,119.5,2015-04-02 20:28:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/2-2-15/20150202_224400.wav,30.18892179659916,2015,1a,285.5,2015-02-02 22:44:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/4-16-15/20150416_193700.wav,30.176625782929964,2015,4a,262.0,2015-04-16 19:37:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/3-12-15/20150312_201400.wav,30.126887526208968,2015,5a,246.0,2015-03-12 20:14:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/4-16-15/20150418_213800.wav,30.06189994279213,2015,3a,5.5,2015-04-18 21:38:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/5a/6-4-15/20150606_231000.wav,29.97421047760096,2015,5a,28.0,2015-06-06 23:10:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/2-2-15/20150203_004400.wav,29.950512671528102,2015,2a,190.5,2015-02-03 00:44:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/5-8-15/20150510_005200.wav,29.923671176034496,2015,2a,198.5,2015-05-10 00:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/5-8-15/20150510_005200.wav,29.82177289457313,2015,1a,48.0,2015-05-10 00:52:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/4a/2-2-15/20150204_204600.wav,29.820344541375032,2015,4a,181.0,2015-02-04 20:46:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/6-11-15/20150612_211200.wav,29.78566395219188,2015,2a,125.0,2015-06-12 21:12:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/1a/2-2-15/20150203_204500.wav,29.70227808190828,2015,1a,298.0,2015-02-03 20:45:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/2a/6-25-15/20150630_001600.wav,29.69071239165769,2015,2a,259.0,2015-06-30 00:16:00
/Volumes/Expansion/Frog Call Project/Calling Data/ichaway/ichaway_2015/3a/5-8-15/20150510_205300.wav,29.690304025480216,2015,3a,12.5,2015-05-10 20:53:00
